,nodes,edges,degrees_w,degrees_nw,alcc_nw,spl_nw,algebrcon_nw,deg_centr
1963,99,655,2673.818181818182,13.232323232323232,0.5409516779012407,1.1083281797567512,0.8800705957567024,0.13502370645227785
1964,97,646,2937.773195876289,13.31958762886598,0.5542656955969044,1.03125,0.8818695571483856,0.13874570446735396
1965,108,777,3723.8518518518517,14.38888888888889,0.5795101809090494,1.0264797507788161,0.8824998375656568,0.1344755970924195
1966,106,795,4385.735849056604,15.0,0.5919402106935083,1.130637915543576,0.8805692853461335,0.14285714285714285
1967,106,853,4468.226415094339,16.09433962264151,0.6316895803343948,1.192093441150045,0.9082014482289217,0.1532794249775382
1968,109,869,4138.770642201835,15.944954128440367,0.5884344973876926,1.1131498470948011,0.9092217634685476,0.14763846415222565
1969,109,933,4981.853211009175,17.119266055045873,0.6252267850424363,1.0839279646619095,0.9066251011305736,0.1585117227319062
1970,107,960,5237.532710280374,17.94392523364486,0.6828263004605484,1.156409804267325,0.9080450954957916,0.16928231352495154
1971,116,1098,6514.5,18.93103448275862,0.6484221294441223,1.1477511244377812,0.8949410785894552,0.16461769115442274
1972,118,1103,6902.932203389831,18.694915254237287,0.6140716171734611,1.0972765464290888,0.8861873055863346,0.15978560046356655
1973,116,1127,7438.637931034483,19.43103448275862,0.6497977304050396,1.098350824587706,0.9130476492191191,0.16896551724137926
1974,116,1171,8100.3448275862065,20.189655172413794,0.6546412868574168,1.13928035982009,0.8943985593366068,0.17556221889055468
1975,114,1129,8263.61403508772,19.80701754385965,0.6826939470233975,1.1346840552709208,0.9302993201609991,0.17528334109610305
1976,113,1159,8366.867256637168,20.513274336283185,0.6992875668152913,1.144200379266751,0.9012723305486087,0.1831542351453856
1977,121,1147,7467.851239669421,18.958677685950413,0.643849533355236,1.115702479338843,0.3851303244507102,0.15798898071625342
1978,110,1158,8297.50909090909,21.054545454545455,0.7015679728265068,1.1470391993327773,0.9135651148833523,0.19316096747289416
1979,106,1069,6377.773584905661,20.169811320754718,0.7155665923376965,1.1327942497753818,0.9180671318692574,0.19209344115004492
1980,108,1109,7788.111111111111,20.537037037037038,0.7002754770400933,1.1383696780893042,0.9095951357612813,0.1919349255797853
1981,109,1123,8327.155963302752,20.605504587155963,0.6914264469343644,1.105929323819232,0.8369257883212137,0.19079170914033294
1982,105,1068,7768.304761904762,20.34285714285714,0.6574296115537503,1.0213369963369963,0.8988787913890965,0.19560439560439558
1983,111,1026,7270.504504504504,18.486486486486488,0.5823867211353903,1.0010647010647011,0.8539248010979836,0.16805896805896797
1984,109,1102,8731.247706422018,20.220183486238533,0.6606105927191018,1.1165477404009514,0.891586284328206,0.18722392116887526
1985,106,1174,9605.11320754717,22.150943396226417,0.7451644885622661,1.2619946091644205,0.931521011731567,0.2109613656783468
1986,107,1108,9489.663551401869,20.710280373831775,0.7283915242708465,1.193881149709046,0.9279305872116361,0.1953800035267149
1987,111,1193,10956.522522522522,21.495495495495497,0.7471690464216454,1.151924651924652,0.92671473459582,0.19541359541359535
1988,109,1151,10130.238532110092,21.119266055045873,0.7148039872281089,1.1150186884131839,0.9211929061492352,0.19554875976894326
1989,109,1187,11688.385321100917,21.779816513761467,0.6894766493104352,1.1858647638464153,0.9156549890125598,0.20166496772001358
1990,106,1125,10802.490566037735,21.22641509433962,0.6614799991194671,1.1628032345013477,0.9069639349589853,0.20215633423180596
1991,111,1167,10203.981981981982,21.027027027027028,0.7132378797684531,1.1927927927927928,0.9160003458748018,0.1911547911547911
1992,105,1117,10168.838095238096,21.276190476190475,0.7124597934370889,1.236996336996337,0.9164750079670572,0.20457875457875457
1993,109,1061,8845.394495412844,19.46788990825688,0.6579292719205135,1.27488956846755,0.89528159889155,0.18025823989126738
1994,106,1056,8090.415094339623,19.92452830188679,0.6958834904083984,1.349685534591195,0.9018359644804967,0.18975741239892183
1995,100,994,6693.28,19.88,0.7407726174625501,1.3425252525252525,0.9376809577022294,0.20080808080808082
1996,97,910,5289.835051546392,18.762886597938145,0.6491501518610033,,0.0,0.195446735395189
1997,89,759,3209.4157303370785,17.0561797752809,0.6716814595949465,,0.0,0.19382022471910115
1998,78,616,1810.871794871795,15.794871794871796,0.6597419325116902,,0.0,0.20512820512820512
1999,42,219,278.4761904761905,10.428571428571429,0.5138362198874121,1.5197444831591174,0.6808775409634759,0.25435540069686413
