,MDG,ITA,PRT,CAN,HUN,BLR,SLV,SDN,BHS,ETH,AIA,MCO,SYR,LCA,BGR,USSR,PAK,MHL,VNM,ESP,ARM,LKA,KNA,KOR,NZL,AUT,SVK,KAZ,MAC,UZB,MWI,PRY,COD,JOR,HRV,PER,MLI,IND,GRL,NIC,GBR,LTU,PNG,GTM,HND,EGY,FIN,ARG,ROU,FRA,TUN,LUX,BOL,ISR,URY,LBY,AND,IRL,KEN,CCK,HTI,IRQ,ARE,TCD,ZMB,USA,PYF,GRC,MAR,ECU,IDN,SVN,JAM,THA,CRI,NFK,TWN,LIE,TCA,OMN,CHN,VEN,SAU,LBN,GLP,PHL,AZE,BRN,IRN,BEL,GUY,DNK,ZAF,TUR,NLD,EST,COL,CYP,UGA,KWT,MEX,RUS,MLT,GEO,MTQ,DEU,PAN,MUS,FRO,LBR,SUR,HKG,MRT,CIV,JPN,BRA,SEN,BRB,ABW,MMR,YUG,TZA,YEM,ISL,KGZ,POL,SGP,CZE,ATG,SWE,BHR,NCL,NGA,CHL,VGB,COK,MYS,CUB,SMR,ANT,CMR,CSK,VCT,BMU,NOR,BLZ,GHA,SWZ,LVA,DOM,AUS,GUF,CYM,CHE,UKR,VUT,GIN,TTO,DZA,ZWE
1963,0.01020408163265306,0.5102040816326531,0.04081632653061224,0.6224489795918366,0.26530612244897955,,,,0.0510204081632653,,,0.04081632653061224,,,0.0510204081632653,0.21428571428571427,0.01020408163265306,,,0.22448979591836732,,0.030612244897959183,,0.09183673469387754,0.1530612244897959,0.3571428571428571,,0.01020408163265306,,,0.01020408163265306,0.01020408163265306,,0.01020408163265306,,0.02040816326530612,,0.09183673469387754,,0.01020408163265306,0.673469387755102,0.01020408163265306,,0.08163265306122448,0.01020408163265306,0.02040816326530612,0.24489795918367346,0.17346938775510204,0.0510204081632653,0.6020408163265306,0.030612244897959183,0.07142857142857142,0.01020408163265306,0.18367346938775508,0.030612244897959183,0.01020408163265306,,0.08163265306122448,,,,0.01020408163265306,0.01020408163265306,,,1.530612244897959,,0.09183673469387754,0.030612244897959183,0.01020408163265306,0.01020408163265306,,0.02040816326530612,0.030612244897959183,0.02040816326530612,0.01020408163265306,0.17346938775510204,0.08163265306122448,,,0.08163265306122448,0.1020408163265306,0.01020408163265306,0.04081632653061224,,0.12244897959183673,,0.01020408163265306,0.0510204081632653,0.32653061224489793,,0.2857142857142857,0.21428571428571427,0.01020408163265306,0.4081632653061224,0.01020408163265306,0.030612244897959183,,,0.01020408163265306,0.18367346938775508,0.0510204081632653,,,,0.7959183673469387,0.030612244897959183,,,,,0.061224489795918366,,0.01020408163265306,0.673469387755102,0.12244897959183673,0.01020408163265306,,,,0.04081632653061224,,,0.01020408163265306,,0.1020408163265306,0.030612244897959183,0.02040816326530612,,0.5102040816326531,,,0.01020408163265306,0.08163265306122448,0.01020408163265306,,0.02040816326530612,0.09183673469387754,,,,0.26530612244897955,0.01020408163265306,0.01020408163265306,0.31632653061224486,0.01020408163265306,,,,0.01020408163265306,0.3877551020408163,,0.01020408163265306,0.49999999999999994,0.01020408163265306,,,0.0510204081632653,0.02040816326530612,0.030612244897959183
1964,0.010416666666666666,0.5,0.05208333333333333,0.5833333333333333,0.20833333333333331,,0.010416666666666666,,0.07291666666666666,,,0.03125,0.010416666666666666,,0.09375,0.25,,,0.010416666666666666,0.29166666666666663,,0.020833333333333332,,0.19791666666666666,0.14583333333333331,0.32291666666666663,,,,0.010416666666666666,,,,0.010416666666666666,,0.05208333333333333,,0.08333333333333333,,,0.7291666666666666,,,,0.010416666666666666,0.010416666666666666,0.17708333333333331,0.14583333333333331,0.03125,0.6041666666666666,0.010416666666666666,0.09375,,0.23958333333333331,0.05208333333333333,,,0.07291666666666666,0.010416666666666666,,0.020833333333333332,0.010416666666666666,0.010416666666666666,,,1.5,,0.041666666666666664,0.010416666666666666,0.020833333333333332,0.041666666666666664,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.010416666666666666,0.14583333333333331,0.09375,,,0.07291666666666666,0.11458333333333333,0.07291666666666666,0.020833333333333332,,0.041666666666666664,,,0.010416666666666666,0.3333333333333333,,0.29166666666666663,0.23958333333333331,0.03125,0.4895833333333333,0.010416666666666666,0.05208333333333333,0.03125,,0.020833333333333332,0.21875,0.05208333333333333,0.010416666666666666,,,0.78125,0.03125,,,0.010416666666666666,,0.09375,,0.010416666666666666,0.6666666666666666,0.09375,,,,0.010416666666666666,0.07291666666666666,,,0.0625,,0.125,0.03125,0.010416666666666666,,0.5208333333333333,,,,0.020833333333333332,0.010416666666666666,,0.010416666666666666,0.020833333333333332,,0.010416666666666666,,0.23958333333333331,0.010416666666666666,0.020833333333333332,0.32291666666666663,,,,,0.020833333333333332,0.38541666666666663,,0.010416666666666666,0.5833333333333333,0.010416666666666666,,,0.010416666666666666,,0.03125
1965,,0.5233644859813084,0.06542056074766354,0.6074766355140186,0.205607476635514,0.018691588785046728,0.018691588785046728,,0.04672897196261682,,0.018691588785046728,0.02803738317757009,0.009345794392523364,,0.09345794392523364,0.23364485981308408,,,0.009345794392523364,0.29906542056074764,,0.009345794392523364,0.009345794392523364,0.1588785046728972,0.12149532710280372,0.3644859813084112,,,0.009345794392523364,,,,,,0.009345794392523364,0.06542056074766354,0.07476635514018691,0.09345794392523364,0.009345794392523364,,0.6728971962616822,0.009345794392523364,,0.018691588785046728,,0.018691588785046728,0.2616822429906542,0.09345794392523364,0.04672897196261682,0.6448598130841121,0.037383177570093455,0.09345794392523364,0.018691588785046728,0.22429906542056072,0.07476635514018691,0.009345794392523364,0.009345794392523364,0.1308411214953271,0.018691588785046728,,,0.009345794392523364,0.009345794392523364,,0.018691588785046728,1.4859813084112148,,0.06542056074766354,0.07476635514018691,0.009345794392523364,0.018691588785046728,0.009345794392523364,0.009345794392523364,0.009345794392523364,0.08411214953271028,0.009345794392523364,0.1588785046728972,0.1588785046728972,0.009345794392523364,,0.14953271028037382,0.1588785046728972,0.02803738317757009,0.018691588785046728,,0.02803738317757009,,0.009345794392523364,0.02803738317757009,0.3644859813084112,,0.35514018691588783,0.3364485981308411,0.018691588785046728,0.46728971962616817,,0.07476635514018691,0.018691588785046728,,0.009345794392523364,0.18691588785046728,0.04672897196261682,,,0.018691588785046728,0.8598130841121495,0.02803738317757009,,0.009345794392523364,0.009345794392523364,,0.09345794392523364,,,0.7570093457943925,0.11214953271028036,0.009345794392523364,0.018691588785046728,,,0.102803738317757,,0.009345794392523364,0.07476635514018691,,0.12149532710280372,0.04672897196261682,0.009345794392523364,,0.5327102803738317,,,0.009345794392523364,0.04672897196261682,0.018691588785046728,,0.08411214953271028,0.018691588785046728,,0.009345794392523364,,0.24299065420560745,,0.009345794392523364,0.3177570093457944,,,,,0.009345794392523364,0.4579439252336448,,0.009345794392523364,0.514018691588785,0.009345794392523364,,,0.018691588785046728,,0.009345794392523364
1966,,0.49523809523809526,0.05714285714285715,0.6666666666666667,0.2761904761904762,0.01904761904761905,0.009523809523809525,,0.05714285714285715,,,0.06666666666666668,0.009523809523809525,,0.06666666666666668,0.3047619047619048,0.01904761904761905,,,0.2666666666666667,,0.009523809523809525,,0.1523809523809524,0.1619047619047619,0.380952380952381,0.009523809523809525,0.009523809523809525,,0.009523809523809525,,,0.009523809523809525,,0.009523809523809525,0.04761904761904762,0.01904761904761905,0.10476190476190478,,0.04761904761904762,0.7142857142857143,,0.009523809523809525,0.05714285714285715,0.009523809523809525,0.04761904761904762,0.29523809523809524,0.17142857142857143,0.05714285714285715,0.7142857142857143,,0.12380952380952381,0.009523809523809525,0.2761904761904762,0.009523809523809525,,,0.12380952380952381,0.009523809523809525,,0.028571428571428574,0.009523809523809525,,,,1.523809523809524,0.009523809523809525,0.05714285714285715,0.04761904761904762,0.01904761904761905,0.12380952380952381,0.01904761904761905,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.18095238095238098,0.09523809523809525,,,0.06666666666666668,0.1142857142857143,0.028571428571428574,0.0380952380952381,,0.12380952380952381,0.009523809523809525,,0.04761904761904762,0.37142857142857144,0.009523809523809525,0.36190476190476195,0.2380952380952381,0.0380952380952381,0.5047619047619049,,0.12380952380952381,0.009523809523809525,,0.009523809523809525,0.2380952380952381,0.06666666666666668,0.009523809523809525,,,0.8476190476190477,0.01904761904761905,,,,,0.1619047619047619,,0.009523809523809525,0.7523809523809525,0.13333333333333336,0.009523809523809525,0.009523809523809525,,,0.0761904761904762,,,0.0380952380952381,,0.13333333333333336,0.0380952380952381,0.01904761904761905,0.009523809523809525,0.5619047619047619,,,0.009523809523809525,0.06666666666666668,0.009523809523809525,,0.06666666666666668,0.01904761904761905,,,0.028571428571428574,0.28571428571428575,,0.01904761904761905,0.2761904761904762,,,,,0.009523809523809525,0.3523809523809524,,0.009523809523809525,0.6190476190476191,0.01904761904761905,,,0.0380952380952381,,0.01904761904761905
1967,,0.6190476190476191,0.0380952380952381,0.7238095238095239,0.2571428571428572,0.009523809523809525,0.028571428571428574,,0.06666666666666668,,,0.05714285714285715,,,0.21904761904761907,0.37142857142857144,0.028571428571428574,,,0.29523809523809524,0.009523809523809525,0.009523809523809525,,0.14285714285714288,0.1904761904761905,0.4190476190476191,,,,,0.009523809523809525,,0.009523809523809525,0.009523809523809525,0.01904761904761905,0.05714285714285715,,0.1142857142857143,0.009523809523809525,0.05714285714285715,0.7904761904761906,0.009523809523809525,,0.05714285714285715,,0.0380952380952381,0.3523809523809524,0.1619047619047619,0.1619047619047619,0.6571428571428573,0.01904761904761905,0.09523809523809525,0.01904761904761905,0.34285714285714286,0.028571428571428574,,,0.14285714285714288,0.028571428571428574,,0.01904761904761905,0.009523809523809525,0.009523809523809525,,0.009523809523809525,1.5523809523809524,0.009523809523809525,0.1523809523809524,0.06666666666666668,0.028571428571428574,0.0761904761904762,0.01904761904761905,0.01904761904761905,0.009523809523809525,0.0380952380952381,0.01904761904761905,0.21904761904761907,0.13333333333333336,,,0.1523809523809524,0.0761904761904762,0.0380952380952381,0.009523809523809525,,0.04761904761904762,,,0.04761904761904762,0.44761904761904764,0.009523809523809525,0.3523809523809524,0.3047619047619048,0.04761904761904762,0.5333333333333334,,0.05714285714285715,0.01904761904761905,,0.0380952380952381,0.21904761904761907,0.06666666666666668,0.009523809523809525,,,0.8761904761904763,0.009523809523809525,,0.009523809523809525,0.009523809523809525,,0.12380952380952381,,,0.7809523809523811,0.12380952380952381,0.009523809523809525,0.028571428571428574,,,0.0761904761904762,,0.009523809523809525,0.04761904761904762,,0.1619047619047619,0.0380952380952381,0.028571428571428574,,0.5428571428571429,0.009523809523809525,,0.0380952380952381,0.04761904761904762,0.009523809523809525,,0.028571428571428574,,,,,0.3523809523809524,,0.009523809523809525,0.3047619047619048,,,,0.009523809523809525,,0.4,,0.01904761904761905,0.5428571428571429,0.01904761904761905,,,0.009523809523809525,,0.028571428571428574
1968,0.009259259259259259,0.5092592592592592,0.05555555555555555,0.6481481481481481,0.2685185185185185,0.009259259259259259,0.018518518518518517,0.018518518518518517,0.046296296296296294,,,0.05555555555555555,,,0.08333333333333333,0.39814814814814814,,,,0.31481481481481477,,0.018518518518518517,0.009259259259259259,0.15740740740740738,0.2037037037037037,0.38888888888888884,,,0.009259259259259259,,,,,,0.009259259259259259,0.10185185185185185,,0.10185185185185185,,0.018518518518518517,0.787037037037037,,,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.28703703703703703,0.2222222222222222,0.12962962962962962,0.6759259259259259,0.009259259259259259,0.12962962962962962,0.037037037037037035,0.34259259259259256,0.018518518518518517,,0.009259259259259259,0.16666666666666666,0.06481481481481481,,0.027777777777777776,0.009259259259259259,0.009259259259259259,,,1.5277777777777777,,0.09259259259259259,0.06481481481481481,0.009259259259259259,0.09259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.018518518518518517,0.009259259259259259,0.15740740740740738,0.15740740740740738,,,0.09259259259259259,0.09259259259259259,0.037037037037037035,0.06481481481481481,,0.027777777777777776,,0.009259259259259259,0.027777777777777776,0.38888888888888884,,0.39814814814814814,0.3333333333333333,0.07407407407407407,0.5462962962962963,0.009259259259259259,0.05555555555555555,0.018518518518518517,0.009259259259259259,0.009259259259259259,0.3333333333333333,0.027777777777777776,0.009259259259259259,,,0.8518518518518519,0.009259259259259259,,,0.027777777777777776,,0.16666666666666666,,,0.7222222222222222,0.17592592592592593,,0.009259259259259259,,,0.08333333333333333,0.027777777777777776,,0.06481481481481481,,0.2222222222222222,0.046296296296296294,0.009259259259259259,0.009259259259259259,0.5185185185185185,0.009259259259259259,0.009259259259259259,0.027777777777777776,0.07407407407407407,0.009259259259259259,0.018518518518518517,0.027777777777777776,0.018518518518518517,,0.009259259259259259,,0.31481481481481477,,0.027777777777777776,0.32407407407407407,,,,,0.009259259259259259,0.4444444444444444,,0.009259259259259259,0.6018518518518519,0.018518518518518517,,,0.027777777777777776,0.027777777777777776,0.009259259259259259
1969,0.009259259259259259,0.6018518518518519,0.10185185185185185,0.7222222222222222,0.24074074074074073,0.009259259259259259,0.037037037037037035,,0.1388888888888889,,,0.1111111111111111,0.009259259259259259,,0.17592592592592593,0.4074074074074074,0.009259259259259259,,,0.2777777777777778,,0.027777777777777776,0.009259259259259259,0.12037037037037036,0.25925925925925924,0.3796296296296296,0.009259259259259259,0.009259259259259259,,0.009259259259259259,0.009259259259259259,,,0.009259259259259259,0.018518518518518517,0.09259259259259259,,0.12037037037037036,,0.05555555555555555,0.8425925925925926,0.009259259259259259,0.018518518518518517,0.06481481481481481,0.06481481481481481,0.009259259259259259,0.4074074074074074,0.14814814814814814,0.12037037037037036,0.7407407407407407,0.009259259259259259,0.08333333333333333,0.027777777777777776,0.32407407407407407,,,0.009259259259259259,0.21296296296296297,0.018518518518518517,,0.05555555555555555,0.009259259259259259,0.018518518518518517,,,1.537037037037037,0.009259259259259259,0.1388888888888889,0.027777777777777776,0.037037037037037035,0.018518518518518517,0.009259259259259259,0.027777777777777776,0.009259259259259259,0.018518518518518517,,0.17592592592592593,0.15740740740740738,,,0.09259259259259259,0.14814814814814814,0.037037037037037035,0.05555555555555555,,0.08333333333333333,,,0.05555555555555555,0.4351851851851852,,0.38888888888888884,0.2962962962962963,0.027777777777777776,0.5462962962962963,,0.09259259259259259,0.018518518518518517,,0.027777777777777776,0.25,0.09259259259259259,0.009259259259259259,,,0.8981481481481481,0.018518518518518517,,,,,0.16666666666666666,,,0.8333333333333333,0.2222222222222222,,,,0.009259259259259259,0.07407407407407407,0.027777777777777776,,0.05555555555555555,,0.2222222222222222,0.06481481481481481,0.027777777777777776,0.009259259259259259,0.5648148148148148,,0.009259259259259259,0.037037037037037035,0.1388888888888889,0.009259259259259259,,0.009259259259259259,0.009259259259259259,0.009259259259259259,0.009259259259259259,,0.2777777777777778,,0.027777777777777776,0.35185185185185186,,,,,0.009259259259259259,0.5092592592592592,,0.009259259259259259,0.5833333333333333,0.018518518518518517,,,0.037037037037037035,,0.027777777777777776
1970,0.009433962264150943,0.6509433962264151,0.0660377358490566,0.7924528301886792,0.29245283018867924,0.009433962264150943,0.018867924528301886,0.02830188679245283,0.04716981132075471,0.02830188679245283,,0.05660377358490566,,,0.16981132075471697,0.4716981132075472,0.018867924528301886,,,0.32075471698113206,,0.018867924528301886,,0.16981132075471697,0.1981132075471698,0.46226415094339623,0.02830188679245283,,,,,,,0.009433962264150943,,0.10377358490566037,,0.18867924528301885,,0.009433962264150943,0.8490566037735848,,,0.05660377358490566,0.05660377358490566,0.03773584905660377,0.36792452830188677,0.14150943396226415,0.18867924528301885,0.7547169811320754,0.018867924528301886,0.12264150943396226,0.09433962264150943,0.32075471698113206,,,0.009433962264150943,0.14150943396226415,0.03773584905660377,,0.02830188679245283,0.009433962264150943,0.009433962264150943,,0.009433962264150943,1.490566037735849,,0.1509433962264151,0.04716981132075471,0.018867924528301886,0.018867924528301886,0.009433962264150943,0.018867924528301886,0.018867924528301886,0.009433962264150943,0.009433962264150943,0.2358490566037736,0.18867924528301885,,0.009433962264150943,0.12264150943396226,0.12264150943396226,0.04716981132075471,0.04716981132075471,0.009433962264150943,0.04716981132075471,,0.009433962264150943,0.08490566037735849,0.40566037735849053,,0.4150943396226415,0.3773584905660377,0.018867924528301886,0.6037735849056604,,0.1509433962264151,0.018867924528301886,,0.02830188679245283,0.27358490566037735,0.08490566037735849,,,,0.9150943396226415,0.02830188679245283,0.009433962264150943,,0.009433962264150943,,0.16981132075471697,,,0.9622641509433962,0.1981132075471698,,0.009433962264150943,,0.009433962264150943,0.10377358490566037,,0.009433962264150943,0.1320754716981132,,0.22641509433962265,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.6132075471698113,,,0.04716981132075471,0.05660377358490566,0.009433962264150943,,0.02830188679245283,0.02830188679245283,,0.009433962264150943,,0.32075471698113206,,0.04716981132075471,0.33962264150943394,,,,,,0.43396226415094336,,0.018867924528301886,0.6792452830188679,0.03773584905660377,,,0.02830188679245283,0.018867924528301886,0.009433962264150943
1971,,0.5739130434782609,0.0782608695652174,0.782608695652174,0.30434782608695654,0.008695652173913044,0.017391304347826087,0.017391304347826087,0.1391304347826087,,,0.0782608695652174,0.008695652173913044,0.026086956521739132,0.1826086956521739,0.45217391304347826,0.008695652173913044,,0.026086956521739132,0.3130434782608696,0.008695652173913044,0.008695652173913044,,0.1565217391304348,0.26956521739130435,0.46956521739130436,,,,0.026086956521739132,,,,0.008695652173913044,0.008695652173913044,0.043478260869565216,,0.1391304347826087,0.008695652173913044,0.052173913043478265,0.8869565217391304,,0.017391304347826087,0.017391304347826087,0.034782608695652174,0.034782608695652174,0.3652173913043478,0.21739130434782608,0.17391304347826086,0.7913043478260869,0.008695652173913044,0.1565217391304348,0.06956521739130435,0.4173913043478261,0.034782608695652174,,0.008695652173913044,0.26956521739130435,0.034782608695652174,,0.008695652173913044,0.026086956521739132,0.008695652173913044,,0.017391304347826087,1.4956521739130435,,0.13043478260869565,0.017391304347826087,0.008695652173913044,0.052173913043478265,0.017391304347826087,0.017391304347826087,0.09565217391304348,0.043478260869565216,,0.2,0.1826086956521739,,,0.21739130434782608,0.16521739130434782,0.06086956521739131,0.06086956521739131,,0.06956521739130435,,,0.06956521739130435,0.4260869565217391,0.008695652173913044,0.3565217391304348,0.3130434782608696,0.06086956521739131,0.5304347826086957,,0.10434782608695653,0.017391304347826087,,0.008695652173913044,0.2956521739130435,0.08695652173913043,0.017391304347826087,,,0.9304347826086956,0.026086956521739132,,0.017391304347826087,0.008695652173913044,,0.21739130434782608,,0.008695652173913044,0.9130434782608696,0.19130434782608696,,0.008695652173913044,,,0.14782608695652175,0.034782608695652174,0.008695652173913044,0.06956521739130435,0.008695652173913044,0.24347826086956523,0.09565217391304348,0.026086956521739132,0.008695652173913044,0.6695652173913044,,,0.0782608695652174,0.13043478260869565,0.008695652173913044,0.008695652173913044,0.052173913043478265,0.10434782608695653,0.008695652173913044,0.008695652173913044,,0.3739130434782609,0.008695652173913044,0.026086956521739132,0.3652173913043478,,,,,0.008695652173913044,0.5217391304347826,,0.017391304347826087,0.6521739130434783,0.034782608695652174,,,0.052173913043478265,,0.052173913043478265
1972,0.008547008547008548,0.6153846153846154,0.11965811965811968,0.7692307692307693,0.2820512820512821,0.017094017094017096,0.008547008547008548,0.017094017094017096,0.1452991452991453,,,0.11111111111111112,0.03418803418803419,,0.1965811965811966,0.4786324786324787,0.008547008547008548,,0.008547008547008548,0.3076923076923077,,0.017094017094017096,,0.2478632478632479,0.2478632478632479,0.4786324786324787,,,0.008547008547008548,,,,,0.03418803418803419,0.008547008547008548,0.09401709401709403,,0.17948717948717952,,0.03418803418803419,0.8034188034188035,,0.008547008547008548,0.008547008547008548,0.03418803418803419,0.05982905982905984,0.38461538461538464,0.20512820512820515,0.2136752136752137,0.7606837606837608,0.03418803418803419,0.18803418803418806,0.05982905982905984,0.2905982905982906,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.2136752136752137,0.008547008547008548,,0.008547008547008548,,0.017094017094017096,,0.008547008547008548,1.4871794871794872,,0.17094017094017094,0.06837606837606838,0.008547008547008548,0.025641025641025644,0.025641025641025644,0.05128205128205129,0.025641025641025644,0.025641025641025644,,0.22222222222222224,0.1452991452991453,0.008547008547008548,,0.12820512820512822,0.17094017094017094,0.07692307692307693,0.017094017094017096,,0.10256410256410257,,,0.09401709401709403,0.41880341880341887,,0.4017094017094017,0.33333333333333337,0.05982905982905984,0.5299145299145299,0.008547008547008548,0.1452991452991453,0.008547008547008548,,0.017094017094017096,0.2905982905982906,0.07692307692307693,0.025641025641025644,,,0.9487179487179488,0.08547008547008547,0.008547008547008548,0.008547008547008548,0.008547008547008548,,0.13675213675213677,,0.008547008547008548,0.9572649572649574,0.20512820512820515,,,,0.017094017094017096,0.11111111111111112,0.025641025641025644,,0.07692307692307693,,0.1965811965811966,0.09401709401709403,0.025641025641025644,0.008547008547008548,0.5982905982905984,0.008547008547008548,0.008547008547008548,0.025641025641025644,0.08547008547008547,,,0.042735042735042736,0.025641025641025644,0.008547008547008548,0.008547008547008548,0.025641025641025644,0.36752136752136755,,0.03418803418803419,0.35897435897435903,0.008547008547008548,0.008547008547008548,0.008547008547008548,,0.008547008547008548,0.5213675213675214,,0.017094017094017096,0.6666666666666667,0.025641025641025644,,,0.05982905982905984,0.008547008547008548,0.017094017094017096
